"","user_id","session_id","test_id","ratio","time_total","time_mean","time_sd","time_median","time_trimmed","time_mad","time_min","time_max","time_range","time_skew","time_kurtosis","time_se","time_Q0.25","time_Q0.75","time_trend","fitts_a","fitts_b","distance_total","distance_mean","distance_sd","distance_median","distance_trimmed","distance_mad","distance_min","distance_max","distance_range","distance_skew","distance_kurtosis","distance_se","distance_Q0.25","distance_Q0.75","distance_trend","pause_total","pause_number","pause_mean","pause_sd","pause_median","pause_trimmed","pause_mad","pause_min","pause_max","pause_range","pause_skew","pause_kurtosis","pause_se","pause_Q0.25","pause_Q0.75","pause_trend","stops","velocity_mean","velocity_sd","velocity_mad","velocity_min","velocity_max","velocity_range","velocity_skew","velocity_kurtosis","velocity_se","velocity_Q0.25","velocity_Q0.75","velocity_trend","acc_n","acc_mean","acc_sd","acc_median","acc_trimmed","acc_mad","acc_min","acc_max","acc_range","acc_skew","acc_kurtosis","acc_se","acc_Q0.25","acc_Q0.75","jerk_line","n_jerk","dec_n","dec_mean","dec_sd","dec_median","dec_trimmed","dec_mad","dec_min","dec_max","dec_range","dec_skew","dec_kurtosis","dec_se","dec_Q0.25","dec_Q0.75","braking_line","n_braking","acc_per_sec_mean","acc_per_sec_sd","acc_per_sec_median","acc_per_sec_trimmed","acc_per_sec_mad","acc_per_sec_min","acc_per_sec_max","acc_per_sec_range","acc_per_sec_skew","acc_per_sec_kurtosis","acc_per_sec_se","acc_per_sec_Q0.25","acc_per_sec_Q0.75","acc_per_sec_max_pos","acc_per_sec_min_pos","missings_distance","missings_mean","missings_sd","missings_median","missings_trimmed","missings_mad","missings_min","missings_max","missings_range","missings_skew","missings_kurtosis","missings_se","missings_Q0.25","missings_Q0.75","missings","hits","missings_trend","accuracy_rate","combo_hits","combo_missings","clicked_through_targets","combo_clicked_through_targets","corr_sat"
"(Intercept)407",2715,"fapayGEToMQtHTu6yuK58SRwJD",66,"1",51.79,0.41,0.21,0.45,0.4,0.19,0.12,1.05,0.93,0.22,-0.33,0.02,0.16,0.54,-1.97,1.05925656923561,-0.239977748162977,42832.09,337.26,238.05,386.22,329.56,201.73,0,970.54,970.54,-0.05,-0.69,21.12,25.94,495.35,-2.01,5675,94,60.37,117.5,23,32.95,19.27,4,758,754,4.35,20.85,12.12,14,50,1.52,24,847.18,542.01,347.57,0,2313.76,2313.76,-0.03,-0.29,48.1,260.94,1123.78,-6.59,425,21.27,28.75,13.39,16.21,13.61,0,325.58,325.58,5.01,39.43,1.39,5.74,27.26,132.36,25,425,-18.64,26.53,-9.75,-13.46,11.1,-216.35,0,216.35,-3.68,18.17,1.29,-22.82,-3.93,-177.03,30,16.37,4.94,17,16.76,4.45,1,26,25,-0.88,1.47,0.69,14,19,16,50,17358.46,135.61,183.2,30.05,102.7,24.58,1,589.41,588.41,1.29,0.15,16.19,19.45,245.81,48,80,2.55,27.9,23,29,36,29,-0.539
"(Intercept)408",2720,"YXmzLGWfhSw8l7DfN169imcH3b",66,"1",97.35,0.77,0.17,0.74,0.76,0.16,0.46,1.25,0.79,0.61,-0.05,0.01,0.64,0.85,-0.23,0.873586409111455,-0.0394327250330715,69490.98,547.17,137.5,539.8,538.13,139.68,286.53,1015.89,729.36,0.61,0.25,12.2,450.32,634.31,2.79,2766,74,37.38,96.86,13,16.92,11.86,1,664,663,5.16,27.76,11.26,5,23,-0.4,15,673.03,342.46,336.99,0,1416.88,1416.88,-0.49,-0.46,30.39,524.82,966.27,3.09,2365,51.02,105.98,27.21,36.23,29.36,0,3659.02,3659.02,20.76,637.66,2.18,11.4,60.56,448.11,203,2364,-48.96,62.24,-27.46,-36.4,28.78,-581.92,-0.05,581.88,-3.04,13.12,1.28,-61.22,-11.94,-491.75,180,48.27,24.68,56.5,49.89,18.53,0,97,97,-0.71,-0.71,2.49,38.5,66.75,82,8,1290.59,10.08,8.19,8.06,8.82,5.53,1,64.29,63.29,2.97,14.29,0.72,5,13.01,2,126,0.05,74.02,108,1,0,0,0.109
"(Intercept)409",2730,"V1CRn5IeD9BT4ONMDwKs9aZnp9",66,"1",52.15,0.41,0.06,0.4,0.4,0.03,0.16,0.82,0.66,1.97,13.75,0.01,0.38,0.43,0.2,0.351925749518512,0.0216284460434518,56037.54,441.24,137.46,437.35,436.31,120.79,0,1283.89,1283.89,1.51,10.15,12.2,355.05,510.56,2.6,1757,102,17.23,16.42,10,14.11,7.41,2,80,78,1.85,3.35,1.63,6,23.75,0.02,45,1124.59,304.73,331.67,0,1841.88,1841.88,-0.53,1.14,27.04,984.55,1416.88,5.18,1351,29.11,59.24,17.25,19.82,21.07,-20.41,857.14,877.55,8.98,105.07,1.61,4.52,34.9,764.3,78,1351,-29.36,31.14,-21.54,-24.44,18.42,-451.75,0,451.75,-4.92,48.1,0.85,-37.56,-11.67,-190.82,72,51,10.34,53,52.02,5.93,1,69,68,-2.12,8.15,1.42,47,57,22,52,4180.07,32.66,61.79,22.28,23.22,12.07,3.61,561.54,557.93,6.71,48.28,5.46,14.69,31.03,17,111,0.43,39.42,36,3,2,1,-0.328
"(Intercept)410",2741,"erTRRvxcjMocGUHNAhJWrMiXAP",66,"1",61.17,0.48,0.45,0.18,0.42,0.1,0.1,2.09,1.98,1.14,0.75,0.04,0.13,0.89,-8.81,3.71467222975542,-1.19099087625198,19159.17,150.86,177.51,0,134.25,0,0,602.64,602.64,0.53,-1.34,15.75,0,335.54,-3.42,25608,47,544.85,636.2,290,425.21,191.26,142,4078,3936,3.77,17.56,92.8,202,598.5,18.22,63,367.92,397.13,0,0,1507.53,1507.53,1.94,2.37,35.24,0,0,-6.07,108,52.66,81.58,18.55,34.91,26.41,0,449.99,449.99,2.71,8.24,7.85,5.26,65.56,278.79,7,108,-21.71,27.09,-14.12,-16.51,18.69,-159.47,0,159.47,-2.2,6.18,2.61,-28.41,-2.18,-87.58,7,3.5,4.17,1,2.94,1.48,0,16,16,0.99,-0.19,0.53,0,6.75,20,22,27894.29,217.92,179.27,208.11,208.54,257.53,2,548.47,546.47,0.26,-1.48,15.85,37.49,393.16,95,33,3.38,10.24,8,60,74,36,-0.441
"(Intercept)411",2743,"Th470rFQjDuwM4AYO5kmJBqsDJ",66,"1.25",93.96,0.74,0.11,0.72,0.73,0.11,0.54,1.07,0.54,0.57,-0.01,0.01,0.66,0.82,-0.25,0.856258906603921,-0.0428856721066491,61602.63,485.06,99.26,483.7,482.46,106.6,277.68,727.06,449.38,0.15,-0.74,8.81,412.94,555.28,2.59,6285,116,54.18,87.68,27,36.87,22.24,1,750,749,5.13,33.98,8.14,15,52,-0.83,36,670.08,229.78,196.01,0,1527.82,1527.82,0.39,1.5,20.39,658.7,935.1,3.82,730,20.4,94.92,8.98,11.56,8.18,0,2233.66,2233.66,19.13,417.37,3.51,4.36,17.82,440.24,57,730,-11.73,15,-6.33,-8.8,6.98,-185.89,-0.02,185.87,-3.7,27.62,0.56,-15.38,-2.57,-81.03,55,15.54,3.67,15,15.61,2.97,3,26,23,-0.18,1.15,0.38,13,18,83,12,842.4,6.58,3.93,5.96,6.15,3.39,0,25.02,25.02,1.53,3.89,0.35,4,8.31,0,128,0,82.68,128,0,0,0,0.043
"(Intercept)412",2744,"fDxRUPaFoZJjHQq1tLvJhUKvfc",66,"1",82.27,0.65,0.14,0.62,0.63,0.13,0.43,1.2,0.77,1.3,2.42,0.01,0.55,0.73,-0.07,0.697973415105194,-0.0184905120321392,61973.83,487.98,133.36,475.3,475.47,116.23,280.62,942.44,661.82,0.91,0.9,11.83,397.61,553.87,2.91,6118,122,50.15,31.48,48,46.32,21.5,8,217,209,2.05,7.44,2.85,32,57,-0.27,12,760.78,352.62,353.87,409.28,2861.62,2452.34,1.13,4,31.29,800.98,1306.47,6.34,778,23.62,36.25,10.56,15.07,10.99,0,262.37,262.37,3.18,11.98,1.3,4.61,24.18,229.3,89,778,-16.84,21.75,-9.61,-12.35,10.5,-200,-0.09,199.91,-3.05,13.6,0.78,-20.9,-3.47,-119.98,62,18.76,5.13,18,18.84,4.45,2,32,30,-0.29,1.65,0.56,16,22,10,82,2528.78,19.76,11.08,18.21,18.67,11.52,4.12,64.03,59.91,1.12,1.94,0.98,10.49,25.83,8,120,0.04,49.54,39,2,0,0,0.286
"(Intercept)413",2757,"AmUTxxRpsGpMJfxJCZ9Dk9tIjP",66,"1",73.55,0.58,0.11,0.56,0.57,0.1,0.22,0.92,0.7,0.63,0.93,0.01,0.5,0.65,0.65,0.352909360907827,0.0833427770606168,59162.6,465.85,139.39,467.76,459.19,134.21,41.92,1344.75,1302.83,1.82,10.97,12.37,367.96,541.41,2.52,6028,116,51.97,61.03,30,37.48,23.72,8,304,296,2.18,4.12,5.67,16,51,-0.25,29,826.36,263.93,251.63,322.45,2058.99,1736.54,0.53,1.21,23.42,846.12,1169.62,4.32,678,30.77,119.43,14.86,19.59,15.96,0,2985.81,2985.81,22.49,550.28,4.59,6.65,33.39,271.94,49,678,-20.7,25.89,-11.97,-15.84,12.91,-231.53,-0.07,231.46,-3.38,17.14,0.99,-27.11,-4.79,-187.51,36,18.34,4.58,18,18.25,4.45,8,30,22,0.26,-0.1,0.53,15,21,7,73,3356.03,26.22,25.95,23.77,23.85,10.94,2.83,287.84,285.01,8,77.85,2.29,16.62,31.34,16,112,-0.1,38.28,38,2,1,1,-0.225
"(Intercept)414",2760,"2ktOuYZelw9ohTMm2RYDWBYHwe",66,"1",43.47,0.34,0.18,0.21,0.32,0.05,0.16,0.76,0.6,0.56,-1.26,0.02,0.19,0.5,-3.93,1.7771366492902,-0.528567922995112,20239.07,159.36,188.68,0,141.94,0,0,593.45,593.45,0.46,-1.53,16.74,0,340.7,-3.93,11636,55,211.56,1061.92,33,34.71,23.72,8,7704,7696,6.46,42.2,143.19,16.5,48.5,18.64,17,521.43,484.22,0,0,1463.2,1463.2,0.57,-1.27,42.97,0,849.68,-9.95,264,19.24,25.06,10.16,14.23,12.08,0,191.18,191.18,2.72,10.81,1.54,3.97,25.87,92.81,20,263,-15.96,40.98,-7.82,-10.72,9.46,-625,0,625,-12.59,182.72,2.53,-18.79,-2.25,-74.55,16,12,8.84,16,12.06,8.15,0,26,26,-0.33,-1.53,1.33,0.75,19,0,30,23556.97,184.04,153.21,208.32,178.09,261.18,2.83,432.02,429.19,0.09,-1.64,13.54,22.72,326.54,77,51,3.59,19.53,39,73,72,72,-0.845
"(Intercept)415",2763,"t6CIXyTKPGiXlGOWHa3xj9Y8uY",66,"1",74.46,0.59,0.18,0.54,0.56,0.09,0.38,1.72,1.34,3.96,20.41,0.02,0.5,0.62,-0.71,0.871875935082146,-0.105192550279789,67965.63,535.16,146.99,526.13,524.77,141.48,268.18,1082.35,814.17,0.88,1.33,13.04,433.61,623.52,2.75,7834,182,43.04,46.84,23.5,34.21,15.57,6,352,346,3.36,15.28,3.47,16,56,-0.15,170,948.97,310.66,300.92,0,1813.18,1813.18,-0.21,0.28,27.57,850.02,1250.94,6.02,766,24.7,126.74,10.54,13.69,10.84,0,3044.63,3044.63,20.47,453.8,4.58,4.74,22.83,220.83,58,766,-22.62,35.99,-13.21,-15.7,11.84,-395.28,12.94,408.23,-5.54,41.32,1.3,-24.33,-6.46,-284.8,68,20.44,5.64,21,20.7,5.93,4,31,27,-0.45,-0.24,0.65,17,24.5,25,13,2431.37,19,11.28,18.03,18.08,9.25,1,66.47,65.47,1.08,2.12,1,11.7,24.08,7,121,0.11,51.44,35,1,0,0,0.275
"(Intercept)416",2764,"X47aNF9RL8qFr0e4jsXjVO0blR",66,"1",78.69,0.62,0.11,0.61,0.62,0.12,0.39,1.04,0.65,0.55,0.48,0.01,0.54,0.7,0.84,0.315960284941543,0.111857649504216,58151.07,457.88,105.69,457.8,456.86,113.18,238.96,765.15,526.19,0.14,-0.67,9.38,383.5,535.96,2.62,2564,105,24.42,32.39,16,18.42,13.34,1,209,208,3.87,17.83,3.16,9,29,-0.02,35,756.67,224.8,181.72,503.45,1727.37,1223.92,1.02,1.41,19.95,729.53,1001.26,4.06,2347,26.86,52.33,18.55,19.79,16.09,0,1000,1000,12.63,208.8,1.08,8.15,30.42,797.97,182,2347,-26.31,21.87,-20.41,-23.09,15.13,-200.88,-0.05,200.83,-2.09,7.13,0.45,-34.38,-12.09,-157.2,113,59.43,11.2,61,59.52,10.38,34,85,51,-0.12,-0.35,1.26,53,66,63,52,3192.39,24.94,13.77,22.42,23.62,10.8,3.16,94.64,91.48,1.49,4.33,1.22,16.94,31.7,19,109,0,38.88,17,2,0,0,0.199
"(Intercept)417",2766,"BktcZvEzy6GTroSq5yCmom10g5",66,"1",57.38,0.45,0.07,0.44,0.44,0.05,0.35,0.73,0.38,1.37,2.68,0.01,0.41,0.48,-0.05,0.489126214575173,-0.013740433982136,59841.76,471.19,115.69,458.18,464.77,122.94,256.63,979,722.37,0.91,2.01,10.27,381.8,544.57,2.81,1365,99,13.79,22.67,7,9.22,5.93,1,154,153,4.44,22.64,2.28,4,15.5,-0.19,14,1052.31,342.17,354.43,620.65,2116.99,1496.34,0.41,-0.39,30.36,954.86,1428.26,7.04,1622,37.1,77.84,20.41,26.03,24.8,0,1401.71,1401.71,10.1,130.3,1.93,7.96,45.43,986.84,88,1622,-34.25,34.15,-24.43,-28.38,21.34,-457.11,-0.1,457.01,-3.25,21.26,0.85,-43.31,-13.52,-224.9,108,55.95,9.26,56.5,56.17,9.64,21,77,56,-0.69,1.8,1.22,50,62,19,57,1949.13,15.23,8.33,14,14.67,7.93,0,37.22,37.22,0.59,-0.24,0.74,9.76,20.44,0,128,0.04,59.93,128,0,0,0,0.278
"(Intercept)418",2768,"GhOe3Obn7WNvisfbEJtDyve464",66,"1",94.28,0.74,0.14,0.72,0.73,0.13,0.5,1.18,0.69,0.64,-0.07,0.01,0.63,0.83,0.9,0.425299723007945,0.116797130589782,59597.02,469.27,108.79,466.56,464.52,131.62,282.15,763.7,481.55,0.36,-0.53,9.65,364.97,549.2,2.84,8463,121,69.94,71.19,56,59.69,35.58,8,707,699,6.11,50.49,6.47,36,80,0.06,22,642.23,272.04,299.77,0,1573.55,1573.55,0.18,0.03,24.14,702.43,1073.51,3.77,1442,42.14,111.12,28.57,33.94,28.17,0,3969.26,3969.26,30.91,1080.76,2.93,12.8,56.26,220.63,42,1442,-36.48,35.96,-25.26,-31.22,29.93,-336.65,0,336.65,-1.66,5.6,0.95,-55,-7.99,-169.82,31,30.37,6.52,31,30.64,5.93,2,45,43,-0.89,2.59,0.67,26,34.5,20,94,1336.34,10.44,6.94,9.22,9.71,6.26,1,34.53,33.53,1.01,0.9,0.61,5,13.75,0,128,0.02,72.53,128,0,0,0,0.357
"(Intercept)419",2769,"3RJylTU8BYPu1kYh1KUnYn4yqa",66,"1",379.81,2.99,1.99,2.76,2.78,0.61,1.5,23.99,22.49,9.23,94.19,0.18,2.38,3.17,8.21,0.0534243658207816,1.08201871797546,67108.45,528.41,140.11,517.97,522.22,158.89,296.4,940.44,644.03,0.38,-0.57,12.43,410.17,621.4,3.41,62507,128,488.34,1854.62,299,308.12,91.92,14,21218,21204,10.91,118.94,163.93,243.5,374.75,5.78,11,177.81,141.33,101.22,122.57,1098.07,975.5,2.02,6.89,12.54,214.43,355.78,1.38,1765,21.1,63.4,4.26,8.3,5.13,0,1095.43,1095.43,8.94,111.62,1.51,1.71,12.78,727.72,260,1765,-14.32,30.9,-3.15,-6.8,4.35,-342.34,0,342.34,-4.41,26.42,0.74,-12.36,-0.55,-271.25,228,9.29,7.08,9,8.75,8.9,0,30,30,0.57,-0.44,0.36,3,14,42,2,317.02,2.48,1.3,2.24,2.41,1.37,0,6.4,6.4,0.46,0.05,0.11,1.41,3.16,0,128,0,93.48,128,0,0,0,0.018
"(Intercept)420",2770,"7LueecnP1BsGy83cZnrgec0pRu",66,"1",39.18,0.31,0.23,0.19,0.27,0.03,0.13,1.42,1.29,1.84,3.7,0.02,0.18,0.47,-4.33,1.97726039166543,-0.614727817144283,12213.45,96.17,160.97,0,68.06,0,0,690.16,690.16,1.37,0.86,14.28,0,269.76,-3.06,16266,28,580.93,2257.97,48,101.88,47.44,6,11953,11947,4.56,19.99,426.72,16.75,144.5,101.48,11,323.94,320.29,0,0,1359.52,1359.52,1.48,1.27,28.42,0,406.05,-5.85,232,19.15,39.73,8.9,11.88,10.08,0,443.75,443.75,7.16,65.15,2.61,3.58,20.87,117.51,18,232,-13.45,17.63,-8.4,-10.15,8.45,-174.5,0,174.49,-4.39,30.89,1.16,-16.35,-3.39,-57.66,18,11.62,10.21,16,11.38,12.6,0,27,27,-0.06,-1.79,1.61,0,21,6,25,28019.1,218.9,132.18,252.54,221.97,130,5.39,433.63,428.25,-0.4,-1.19,11.68,76.22,325.21,100,28,2.98,11.22,13,96,91,91,-0.767
"(Intercept)421",2771,"E3IcZxSDaJLT12NZG3zocBiFEq",66,"1",31.49,0.25,0.55,0.16,0.17,0.04,0.02,6.07,6.05,9.45,96.95,0.05,0.1,0.18,-2.11,0.98513785747741,-0.27155393372685,10034.45,79.01,182.74,0,33.57,0,0,1254.72,1254.72,3.15,13.09,16.22,0,10.89,-0.01,15296,44,347.64,963.07,86,87.58,111.94,5,4765,4760,3.49,11.46,145.19,7.75,128.25,-25.5,20,322.18,547.29,0,0,2325.68,2325.68,1.97,2.96,48.56,0,280.58,1.2,581,165.08,365.24,111.11,123.91,109.02,-39.28,7544.57,7583.85,15.4,292.57,15.15,52.14,201.95,1500,27,581,-156.7,252.75,-114.53,-125.13,116.87,-4400,-0.01,4399.99,-10.66,156.58,10.49,-200,-49,-1380.67,26,36.34,43.02,23,29.19,34.1,0,146,146,1.02,0.03,7.6,0,59,27,1,35872.43,280.25,141.8,281.46,283.2,147.75,4.47,591.95,587.48,-0.11,-0.69,12.53,187.6,386.4,118,10,1.46,3.7,5,53,105,36,-0.05
"(Intercept)422",2774,"058iHvb08sam22iU4UJWVjugzW",66,"1",64.16,0.51,0.15,0.49,0.49,0.05,0.2,2,1.8,7.97,77.58,0.01,0.46,0.52,0.17,0.449126535503478,0.0206407773906037,63704.09,501.61,119.23,494.17,500.16,116.46,65.12,1075.51,1010.39,0.53,3.94,10.58,428.48,575.65,2.42,2156,81,26.62,19.2,21,23.6,11.86,2,104,102,1.77,3.55,2.13,15,31,-0.21,49,1012.38,230.1,228.88,272.28,1562.76,1290.48,-0.41,0.44,20.42,916.73,1218.82,4.69,686,37.97,136.53,14.68,17.38,13.53,-10.65,2112.06,2122.7,9.3,104.23,5.21,6.92,27.85,971.43,50,686,-17.91,23.03,-12.86,-14.66,10.93,-319.44,-0.16,319.28,-7.31,76.58,0.88,-23.06,-6.54,-200,24,21.12,4.72,22,21.49,2.97,2,30,28,-1.7,5.28,0.59,19,24,44,47,3174.35,24.8,34.56,20.6,20.8,10.26,1.41,386.79,385.38,9,91.06,3.06,13.45,27.27,12,116,-0.01,44.83,33,2,1,1,-0.236
"(Intercept)423",2786,"vq2A7Ot3xg9IbykBxoYlFbEvI0",66,"1",97.41,0.77,0.13,0.74,0.75,0.09,0.52,1.42,0.9,1.72,5.15,0.01,0.69,0.81,0.04,0.789605216981139,-0.00832154805760079,66109.87,520.55,123.93,511.1,512.81,126.03,309.39,895.84,586.45,0.58,0.04,11,422.75,593.2,2.75,1928,95,20.29,17.88,16,16.34,5.93,6,137,131,3.83,18.67,1.83,12,19,-0.1,31,681.34,156.04,153.43,298.14,1117.17,819.03,0.09,-0.15,13.85,612.73,820.92,3.17,947,16.54,38.72,8.17,11.16,8.77,0,980.6,980.6,17.2,407.09,1.26,3.42,18.97,167.36,68,947,-16.26,42.61,-7.4,-10.28,8.51,-1118.03,-0.08,1117.96,-18.93,471.87,1.38,-17.37,-2.67,-160.81,93,19.34,3.67,19,19.29,2.97,8,30,22,0.05,0.44,0.37,17,22,50,97,1483.01,11.59,6.88,10.3,10.79,6.1,1,38.6,37.6,1.47,3.08,0.61,6.98,14.82,1,127,0.02,69.52,70,1,0,0,0.103
"(Intercept)424",2792,"cfxKUG4Fp0eA58np5G6GUpVdVv",66,"1.25",306.8,2.42,1.03,2.1,2.26,0.66,0.42,7.16,6.74,1.65,3.56,0.09,1.73,2.74,-17.68,9.1910892600637,-2.49592364751287,66312.37,522.14,171.45,500.45,506.4,149.55,0,1580.93,1580.93,2.01,10.53,15.21,407.51,604.81,3.15,33053,119,277.76,216.81,226,247.53,127.5,16,1600,1584,3.28,15.64,19.87,146.5,345.5,-2.01,4,212.48,225.91,257.04,0,969.88,969.88,0.37,-0.58,20.05,221.55,570.32,4.13,1962,18.78,34.69,6.85,11.27,8.64,0,373.32,373.32,4.78,31.8,0.78,2.14,20.14,332.01,189,1962,-16.48,23.61,-6.83,-11.45,9.55,-226.52,0,226.52,-2.74,10.75,0.53,-22.74,-1.49,-156.45,137,12.79,9.63,12,12.17,11.86,0,39,39,0.41,-0.84,0.55,4,20,206,11,1299.86,10.16,39.47,6.71,6.72,2.01,1,452.41,451.41,10.99,120.14,3.49,5.31,8.06,1,127,0.03,81.8,74,1,1,1,-0.157
"(Intercept)425",2794,"7AqqKMWQpJjmYJXNLq4uvQdP1p",66,"1",193.93,1.53,0.36,1.49,1.51,0.36,0.26,2.49,2.23,0.19,0.56,0.03,1.26,1.76,3.26,0.323735041083413,0.443269550779372,67555.97,531.94,192.61,505.94,511.67,157.61,0,1385.94,1385.94,1.45,4.2,17.09,400.68,612.97,3.84,26672,124,215.1,74.27,196,206.21,57.82,102,464,362,1.1,0.93,6.67,160,251.25,-0.38,15,350.9,215.64,157.48,0,1660.53,1660.53,1.89,6.43,19.13,371.6,582.86,1.17,1685,24.72,52.64,5.8,12.39,7.01,0,516,516,4.72,29.53,1.28,2.28,21.54,489.21,220,1685,-21.06,39.56,-5.28,-11.5,7.02,-491.65,-0.03,491.62,-3.87,22.95,0.96,-20.94,-1.59,-272.14,214,17.38,6.76,17.5,17.4,6.67,0,37,37,0.01,-0.48,0.49,13,22,18,163,1148.41,8.97,45.53,5,4.91,2.08,0,519.4,519.4,11.01,120.44,4.02,3.16,6.32,1,127,0.12,86.29,99,1,1,1,-0.2
"(Intercept)426",2796,"FoeSJiEBHlt15OG04MxvYjLOuz",66,"1.25",34.49,0.27,0.32,0.17,0.21,0.07,0.09,3.19,3.1,6.15,50.31,0.03,0.14,0.26,-1.5,0.882292368678044,-0.224985906242278,8994.87,70.83,366.59,0,10.93,0,0,3990.19,3990.19,9.67,99.93,32.53,0,0,-0.93,15357,27,568.78,1623.36,74,142.61,80.06,7,7312,7305,3.26,9.66,312.42,28.5,229.5,23.04,11,305.92,225.4,0,0,1369.35,1369.35,2.96,9.55,20,0,0,-2.23,117,37.35,161.62,9.84,11.35,8.97,0,1475.59,1475.59,7.54,59.09,14.94,4.54,16.55,131.33,15,117,-11.79,17.18,-6.6,-8.2,7.31,-131.22,-0.1,131.12,-3.89,20.22,1.59,-12.54,-2.91,-53.52,12,6.71,8.54,2,5.69,2.97,0,27,27,0.91,-0.7,1.44,0,12,6,10,32662.5,255.18,125.12,278.55,261.89,136.86,10,453.3,443.3,-0.42,-0.97,11.06,153.86,357.94,117,11,2.09,3.18,7,115,112,73,-0.421
"(Intercept)427",2797,"wraUY9D2MIJzuUYPxCwFA9O9Jk",66,"1",62.17,0.49,0.06,0.48,0.48,0.05,0.39,0.73,0.34,1.27,2.24,0.01,0.45,0.52,0.24,0.413970865054619,0.0278453095822045,58948.81,464.16,98.21,457.71,462.6,109.12,283.56,701.4,417.84,0.15,-0.85,8.71,392.4,545.34,2.58,916,66,13.88,12.68,11,11.28,4.45,1,71,70,2.85,8.53,1.56,8,13,-0.23,10,948.97,215.83,190.41,0,1482.75,1482.75,-0.64,2.46,19.15,865.94,1138.13,4.46,640,20.52,75.67,8.79,11.02,9.91,0,981.48,981.48,10.95,127.99,2.99,3.03,20.48,827.99,26,640,-11.98,21.46,-8.24,-9.76,7.49,-496.9,-0.22,496.69,-18.17,404.73,0.85,-15.87,-4.71,-59.08,27,20.33,5.07,20,20.33,4.45,6,33,27,-0.02,0.22,0.64,17,24,8,62,2034.87,15.9,8.48,15.07,15.22,8.67,2.83,44.91,42.08,0.75,0.55,0.75,9.22,20.9,2,126,0.03,58.41,71,1,0,0,0.141
